Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Communication skills,Logical quotient rating,hackathons,Extra-courses did,certifications,workshops,interestedsubjects,interestedcareerarea ,Job/Higher Studies?,interested in games,Management or Technical,Introvert,JobRole
73,87,92,71,92,74,5,6,no,r programming,testing,networks,system developer,job,no,Management,yes,Data Architect
64,90,91,82,78,89,9,1,no,distro making,data science,programming,cloud computing,job,yes,Management,no,Data Architect
78,73,71,84,62,91,1,0,yes,machine learning,data science,IOT,testing,higherstudies,no,Technical,no,Data Architect
67,89,91,87,71,87,1,0,no,information security,system designing,Computer Architecture,cloud computing,higherstudies,no,Technical,yes,Data Architect
69,75,74,61,61,72,2,3,yes,information security,cloud computing,hacking,cloud computing,higherstudies,yes,Technical,no,Data Architect
84,74,61,78,91,71,3,5,no,distro making,web technologies,Management,cloud computing,higherstudies,no,Technical,yes,Data Architect
61,85,90,70,90,63,9,0,yes,machine learning,system designing,networks,system developer,job,yes,Management,yes,Data Architect
76,71,88,78,87,61,7,5,yes,hadoop,data science,networks,system developer,higherstudies,yes,Technical,yes,Data Architect
84,91,63,81,69,61,3,6,no,r programming,database security,IOT,developer,higherstudies,no,Management,yes,Data Architect
60,78,83,94,88,88,8,3,no,hadoop,testing,networks,system developer,higherstudies,yes,Management,yes,Data Architect
69,63,94,75,66,84,3,3,yes,distro making,database security,Computer Architecture,Business process analyst,higherstudies,yes,Technical,yes,Data Architect
89,82,80,83,71,68,8,1,yes,hadoop,hacking,data engineering,testing,job,no,Management,yes,Data Architect
81,88,70,90,65,89,7,6,no,shell programming,system designing,data engineering,Business process analyst,higherstudies,yes,Technical,no,Data Architect
65,77,78,81,70,76,1,4,yes,information security,data science,parallel computing,cloud computing,job,yes,Technical,no,Data Architect
84,60,93,64,89,79,1,6,yes,machine learning,web technologies,Management,security,job,no,Management,yes,Data Architect
78,73,84,84,63,73,8,2,no,app development,cloud computing,data engineering,testing,higherstudies,no,Management,yes,Data Architect
73,69,67,74,76,66,6,2,no,machine learning,data science,Software Engineering,developer,higherstudies,no,Management,yes,Data Architect
72,73,76,67,82,66,4,5,yes,r programming,cloud computing,Software Engineering,testing,higherstudies,no,Technical,yes,Data Architect
70,94,74,91,72,77,7,2,yes,r programming,testing,IOT,developer,higherstudies,no,Management,no,Data Architect
83,60,81,73,78,74,2,0,yes,shell programming,system designing,IOT,system developer,higherstudies,no,Management,yes,Data Architect
92,61,65,90,76,84,8,6,yes,hadoop,game development,Management,system developer,higherstudies,no,Management,yes,Data Architect
60,92,93,72,92,62,4,6,no,machine learning,cloud computing,cloud computing,Business process analyst,job,no,Management,yes,Data Architect
73,94,88,75,84,77,9,1,yes,machine learning,web technologies,Computer Architecture,Business process analyst,higherstudies,yes,Technical,no,Data Architect
61,85,73,88,93,79,1,4,yes,distro making,game development,networks,testing,job,yes,Management,no,Data Architect
76,60,75,79,66,92,9,4,no,full stack,database security,parallel computing,Business process analyst,job,no,Technical,yes,Data Architect
63,62,81,69,65,92,3,5,no,full stack,system designing,Computer Architecture,system developer,higherstudies,no,Technical,yes,Data Architect
61,73,69,64,92,60,6,1,no,r programming,cloud computing,parallel computing,Business process analyst,higherstudies,no,Technical,no,Data Architect
83,89,75,92,93,82,1,2,yes,machine learning,database security,Management,system developer,job,yes,Technical,yes,Data Architect
81,67,72,64,88,76,1,2,no,python,data science,Computer Architecture,system developer,higherstudies,no,Management,no,Data Architect
61,67,70,90,81,69,4,2,no,hadoop,hacking,data engineering,system developer,higherstudies,yes,Technical,no,Data Architect
83,88,74,73,72,63,3,3,no,python,cloud computing,cloud computing,cloud computing,job,yes,Technical,yes,Data Architect
88,87,85,75,61,62,9,2,no,full stack,cloud computing,parallel computing,Business process analyst,higherstudies,yes,Technical,no,Data Architect
65,64,88,60,66,90,9,3,no,python,cloud computing,Management,cloud computing,job,yes,Management,no,Data Architect
73,72,77,85,70,76,2,3,no,hadoop,data science,Management,cloud computing,higherstudies,yes,Technical,yes,Data Architect
71,76,73,76,66,92,3,1,no,information security,database security,cloud computing,developer,higherstudies,no,Management,no,Data Architect
86,71,73,88,81,80,8,4,no,hadoop,testing,hacking,developer,higherstudies,yes,Management,yes,Data Architect
79,84,81,88,73,93,7,1,yes,full stack,game development,parallel computing,developer,higherstudies,yes,Management,yes,Data Architect
68,91,88,79,87,80,6,5,no,distro making,cloud computing,data engineering,developer,higherstudies,no,Management,no,Data Architect
66,87,65,74,62,81,1,3,yes,hadoop,game development,Computer Architecture,system developer,higherstudies,yes,Technical,no,Data Architect
78,88,61,87,71,77,9,6,yes,shell programming,game development,Computer Architecture,cloud computing,higherstudies,yes,Management,yes,Data Architect
74,89,77,93,63,66,6,0,yes,distro making,database security,Management,Business process analyst,job,yes,Management,yes,Data Architect
68,65,70,71,89,78,7,0,no,hadoop,hacking,networks,Business process analyst,higherstudies,yes,Technical,yes,Data Architect
70,79,65,67,79,86,5,4,yes,hadoop,database security,cloud computing,cloud computing,job,yes,Management,no,Data Architect
94,91,88,67,63,64,4,0,no,r programming,cloud computing,Software Engineering,Business process analyst,higherstudies,yes,Technical,yes,Data Architect
83,87,91,84,79,79,8,0,no,distro making,testing,networks,security,job,yes,Management,no,Data Architect
70,79,77,61,86,61,3,4,no,python,game development,IOT,system developer,job,yes,Management,yes,Data Architect
70,87,65,63,88,61,9,2,no,python,system designing,networks,Business process analyst,higherstudies,yes,Management,yes,Data Architect
73,87,80,85,60,76,8,5,yes,app development,web technologies,networks,system developer,higherstudies,no,Technical,no,Data Architect
72,69,81,86,60,83,8,5,yes,information security,hacking,cloud computing,cloud computing,job,no,Technical,no,Data Architect
72,90,93,88,78,89,1,4,yes,python,database security,data engineering,security,job,no,Technical,yes,Data Architect
94,92,73,60,77,91,6,5,yes,machine learning,system designing,Management,system developer,job,no,Technical,yes,Data Architect
85,70,74,68,83,92,5,6,yes,full stack,game development,parallel computing,cloud computing,higherstudies,no,Technical,yes,Data Architect
89,64,67,76,79,72,3,2,no,r programming,web technologies,cloud computing,Business process analyst,higherstudies,yes,Management,no,Data Architect
62,84,93,64,68,92,4,1,yes,r programming,data science,cloud computing,system developer,higherstudies,no,Management,no,Data Architect
65,71,77,86,66,68,7,0,no,shell programming,system designing,parallel computing,testing,higherstudies,yes,Technical,no,Data Architect
84,72,89,66,67,84,7,0,no,distro making,web technologies,Computer Architecture,security,job,yes,Management,no,Data Architect
66,60,91,86,64,87,5,4,no,shell programming,system designing,programming,testing,higherstudies,no,Management,yes,Data Architect
78,61,70,84,92,73,8,0,no,machine learning,web technologies,cloud computing,security,job,no,Management,no,Data Architect
86,93,92,79,92,80,3,0,no,distro making,database security,parallel computing,testing,job,no,Management,no,Data Architect
69,67,86,78,62,73,6,1,yes,shell programming,game development,Management,Business process analyst,job,no,Technical,yes,Data Architect
81,93,83,65,87,83,4,0,yes,full stack,data science,Computer Architecture,testing,job,yes,Management,no,Data Architect
85,89,63,85,62,64,3,5,no,r programming,cloud computing,cloud computing,cloud computing,higherstudies,yes,Management,yes,Data Architect
70,68,79,94,85,82,1,1,no,hadoop,system designing,IOT,testing,higherstudies,no,Management,no,Data Architect
74,62,92,88,77,86,4,2,no,distro making,cloud computing,cloud computing,security,higherstudies,no,Management,yes,Data Architect
81,60,67,65,61,79,2,2,yes,hadoop,game development,Management,security,higherstudies,yes,Technical,no,Data Architect
68,89,64,61,75,67,5,3,yes,hadoop,database security,IOT,system developer,higherstudies,no,Technical,no,Data Architect
62,87,79,84,66,75,1,4,no,shell programming,testing,Software Engineering,cloud computing,higherstudies,no,Technical,no,Data Architect
80,66,88,84,75,79,2,2,no,r programming,cloud computing,programming,cloud computing,higherstudies,yes,Technical,no,Data Architect
87,90,68,76,70,79,8,1,no,distro making,game development,cloud computing,Business process analyst,job,no,Management,no,Data Architect
68,81,65,69,86,86,8,3,yes,hadoop,game development,cloud computing,developer,higherstudies,no,Management,no,Data Architect
80,61,60,67,75,67,8,4,yes,shell programming,data science,data engineering,cloud computing,higherstudies,no,Technical,no,Data Architect
84,94,79,80,86,68,4,3,yes,distro making,cloud computing,parallel computing,system developer,job,yes,Management,no,Data Architect
91,89,89,74,61,89,8,0,no,python,cloud computing,cloud computing,testing,job,no,Technical,yes,Data Architect
85,84,81,62,64,63,4,6,no,information security,database security,data engineering,developer,job,no,Technical,no,Data Architect
90,66,64,72,68,82,9,5,yes,machine learning,hacking,Computer Architecture,security,job,yes,Technical,yes,Data Architect
79,88,94,68,70,75,4,6,yes,hadoop,testing,programming,cloud computing,higherstudies,no,Management,no,Data Architect
85,64,61,77,86,83,7,2,no,r programming,cloud computing,data engineering,system developer,job,yes,Management,no,Data Architect
75,89,60,60,87,76,4,0,yes,information security,database security,Computer Architecture,Business process analyst,job,yes,Technical,no,Data Architect
77,79,72,91,94,68,5,1,yes,app development,database security,cloud computing,system developer,job,no,Technical,no,Data Architect
82,65,81,87,86,62,7,3,no,python,data science,cloud computing,testing,job,no,Technical,no,Data Architect
64,82,86,77,67,61,2,5,no,r programming,game development,Software Engineering,developer,job,yes,Management,yes,Data Architect
82,75,75,90,79,73,4,3,no,r programming,testing,Software Engineering,cloud computing,higherstudies,no,Technical,yes,Data Architect
87,73,92,77,85,86,8,0,yes,hadoop,testing,cloud computing,Business process analyst,job,yes,Management,no,Data Architect
91,84,81,88,62,72,9,4,no,distro making,data science,networks,Business process analyst,job,no,Management,yes,Data Architect
66,86,83,83,69,70,2,1,no,distro making,testing,hacking,testing,higherstudies,yes,Technical,yes,Data Architect
86,73,61,67,75,78,9,6,no,python,testing,hacking,system developer,higherstudies,no,Technical,no,Data Architect
66,93,89,79,82,89,4,1,no,app development,data science,data engineering,cloud computing,job,yes,Technical,yes,Data Architect
93,66,61,68,72,89,9,1,yes,shell programming,web technologies,Computer Architecture,developer,job,no,Management,no,Data Architect
88,84,77,88,90,63,2,4,yes,information security,data science,hacking,system developer,higherstudies,no,Technical,no,Data Architect
71,94,66,73,89,72,8,2,yes,app development,database security,networks,cloud computing,higherstudies,yes,Technical,no,Data Architect
91,67,80,92,84,66,5,6,yes,python,system designing,Computer Architecture,testing,higherstudies,yes,Technical,yes,Data Architect
92,72,89,72,77,63,4,4,yes,hadoop,database security,IOT,cloud computing,higherstudies,yes,Management,yes,Data Architect
92,90,72,64,84,88,9,4,yes,app development,data science,Management,cloud computing,job,yes,Management,no,Data Architect
62,85,82,89,70,71,8,3,no,python,web technologies,programming,testing,higherstudies,no,Technical,yes,Data Architect
76,79,91,81,65,63,2,2,no,distro making,web technologies,programming,security,higherstudies,no,Technical,yes,Data Architect
87,93,81,85,67,67,3,4,no,python,hacking,parallel computing,developer,higherstudies,no,Management,no,Data Architect
86,82,63,69,76,76,6,3,yes,app development,database security,Management,cloud computing,job,yes,Management,no,Data Architect
61,76,60,89,86,74,4,2,no,hadoop,web technologies,parallel computing,security,higherstudies,yes,Technical,yes,Data Architect
94,67,91,89,77,83,7,2,no,app development,web technologies,cloud computing,developer,higherstudies,yes,Technical,yes,Data Architect
78,94,92,69,92,88,7,5,no,information security,testing,programming,system developer,higherstudies,yes,Management,yes,Data Architect
94,83,81,94,91,84,5,3,no,app development,database security,IOT,security,job,yes,Technical,yes,Data Architect
68,65,90,78,84,80,4,3,no,shell programming,web technologies,parallel computing,security,job,no,Technical,yes,Data Architect
91,78,94,76,94,63,1,5,no,information security,game development,hacking,developer,job,no,Management,yes,Data Architect
84,86,61,81,64,85,1,4,no,shell programming,game development,programming,testing,job,yes,Technical,yes,Data Architect
90,73,89,61,86,82,6,1,no,python,data science,Software Engineering,testing,job,yes,Management,yes,Data Architect
69,81,81,79,69,84,8,6,no,full stack,web technologies,IOT,cloud computing,job,no,Technical,no,Data Architect
63,82,65,92,84,73,5,2,no,distro making,web technologies,cloud computing,developer,higherstudies,yes,Technical,yes,Data Architect
77,63,89,88,77,70,7,3,no,hadoop,game development,parallel computing,testing,job,yes,Technical,no,Data Architect
65,74,67,76,75,65,8,5,no,python,database security,IOT,security,higherstudies,no,Management,yes,Data Architect
